id,long,lat,streets
235,106.656105800604,10.751972381276,[50]
236,106.657487514229,10.751972381276,[50]
237,106.659980489781,10.751990750208,[50]
238,106.666773965104,10.7524657183079,[50]
239,106.672065178521,10.7529380622746,[50]
240,106.674775022458,10.7535888472954,[50]
241,106.676885073042,10.7541766531207,[50]
242,106.681415790792,10.7553732578363,[50]
243,106.683686505125,10.7559820567268,[50]
244,106.687598645844,10.759028667337,[50]
245,106.689783681344,10.7615792573509,[50]
246,106.692434643531,10.7646179232316,[50]
247,106.694314416719,10.7668063789182,[50]
248,106.695406934469,10.7680029203883,[50]
249,106.634458953812,10.7538092744799,"[33, 30]"
250,106.643175046156,10.7541005532594,"[33, 96]"
251,106.6480351435,10.7535416128988,[33]
252,106.653770811688,10.7535731024965,[33]
253,106.655056126687,10.753793529681,[33]
254,106.658462211437,10.7543760872399,[33]
255,106.656132578,10.7540139568655,[33]
256,106.660325918187,10.7548799208044,[33]
257,106.661547017437,10.7551108445215,[33]
258,106.662437098075,10.7552609449376,"[33, 47]"
259,106.663432146104,10.7555097127601,[33]
260,106.663774896771,10.755562195423,[33]
261,106.642339591406,10.7496919708044,"[96, 99]"
262,106.643279478,10.7546437488211,[96]
263,106.643938201938,10.758249307767,[96]
264,106.642741252344,10.7467948512483,"[96, 97]"
265,106.642917983156,10.7458501383495,"[97, 98]"
266,106.643271444781,10.7427797803571,[97]
267,106.643881969406,10.7400400586512,[97]
268,106.644412161844,10.743425346966,[98]
269,106.645729609719,10.7411894821255,[98]
270,106.640009957969,10.7492038691401,[99]
271,106.635189976719,10.7479757423717,[99]
272,106.631446496781,10.7470782651179,[99]
273,106.628859800344,10.7464169660888,[99]
274,106.625630446406,10.7456139601248,[99]
275,106.623750673219,10.7454407627601,"[99, 30]"
276,106.665587726469,10.7591703667822,[36]
277,106.671069059396,10.7603380751734,[36]
278,106.662760033469,10.7585878209431,[36]
279,106.661522917781,10.7583516489598,"[36, 47]"
280,106.660623147281,10.7581627113731,[36]
281,106.659498496656,10.7579422841886,[36]
282,106.658277447406,10.7576746226075,[36]
283,106.657088531031,10.7574384506241,[36]
284,106.656012079719,10.7572337682386,[36]
285,106.653666379844,10.7567771690707,[36]
286,106.651127882719,10.7562890803051,"[36, 100]"
287,106.651401012156,10.7590601561026,"[100, 89]"
288,106.650469158781,10.7509673332178,[100]
289,106.601410291875,10.7236563842233,[30]
290,106.604157652687,10.726034084466,[30]
291,106.607242408687,10.728081111165,[30]
292,106.6102468825,10.7301596355062,[30]
293,106.610985938625,10.7312775974688,[30]
294,106.611933858437,10.7328049539528,[30]
295,106.61346017,10.7353557967406,[30]
296,106.614986481563,10.7379537763176,[30]
297,106.618296167688,10.7410241540915,[30]
298,106.628851767125,10.7496840981969,[30]
300,106.656807368375,10.775073503828,[47]
301,106.660226306275,10.7628561267961,[47]
302,106.660509075575,10.761961845853,[47]
303,106.660766138575,10.7610423738974,[47]
304,106.661061811025,10.760135497448,[47]
305,106.661331727175,10.7592160254924,[47]
306,106.655316402975,10.7804640955617,[47]
307,106.654429535625,10.7836127374133,[47]
308,106.654223885225,10.7843810074549,[47]
309,106.653851143875,10.7856152773578,[47]
310,106.653542668275,10.7866858175797,[47]
311,106.655701997475,10.7953255896325,[23]
312,106.658401158975,10.7978821391609,[23]
313,106.660611900775,10.7999853246533,[23]
314,106.665470441475,10.8003253606311,[23]
315,106.667552651775,10.8001742335298,[23]
316,106.673015240525,10.7996830704508,[23]
317,106.67491747765,10.7995697251248,[23]
318,106.67752665695,10.7993556283981,[23]
319,106.68027722035,10.7991415316713,[23]
320,106.660615114062,10.7889890533807,[46]
321,106.657176896438,10.7907837853502,[46]
322,106.66647941375,10.7858089191921,[46]
